,index,id,name,num_plugins,downloads,rating_count,rating,avg_down,avg_growth,std_growth,num_free,num_prem,first_page_free,first_page_premium,not_found,Top_premium
5605,5892,10703,motopress,3,3800.0,2,3.333333333,2.9318181818181817,-0.3268518518518519,0.06578362547106201,2,1,2,1,0,500.0
8854,9206,7745,wordpress tabs,1,500.0,3,2.5,18.647727272727273,2.680555555555556,0.0,0,1,0,19,1,500.0
8852,9204,1904,woocommerce notifications,1,500.0,3,2.5,17.666666666666668,0.8500000000000001,0.0,0,1,0,15,5,500.0
4433,4709,9865,daily horoscope,2,520.0,5,3.75,1.9921328671328675,-0.16805555555555554,0.3144736842105263,1,1,3,2,3,500.0
9024,9385,7211,borgun,1,500.0,2,2.5,5.518939393939394,0.6555555555555556,0.0,0,1,0,1,1,500.0
8847,9199,10700,ip2country,2,570.0,3,2.5,1.111072261072261,-1.102777777777778,0.8776315789473687,1,1,1,1,0,500.0
558,567,17325,lost your password,2,700.0,8,5.0,3.0359848484848486,0.33888888888888885,0.2421052631578947,1,1,5,13,2,500.0
696,712,8938,frame blocker,1,500.0,3,5.0,0.9431818181818182,-0.475,0.0,0,1,1,7,0,500.0
7961,8293,3998,Boleto,6,3150.0,21,2.611111111,7.508838383838384,1.5027777777777775,2.0432037197605166,3,3,2,3,7,500.0
9325,9724,14826,google pagerank,2,800.0,2,2.5,0.8923076923076924,-0.5708333333333333,0.10921052631578948,1,1,8,11,1,500.0
8489,8822,791,embed html,2,3500.0,7,2.5,3.1268939393939394,-0.275,0.1763157894736842,1,1,3,16,1,500.0
9022,9383,2051,search orders,1,500.0,2,2.5,8.140151515151516,-0.1916666666666668,0.0,0,1,0,20,0,500.0
2738,2974,9392,3dprint,1,500.0,11,4.5,10.409090909090908,0.5777777777777777,0.0,0,1,0,1,1,500.0
8479,8812,11770,popunder,3,1900.0,11,2.5,7.468434343434343,0.375,0.7582154941775837,2,1,1,1,2,500.0
10005,10539,9050,skype,13,3800.0,27,2.375,2.432164523510677,-0.205982905982906,0.6689194604758149,9,4,9,4,4,500.0
3063,3309,11582,shipping methods,3,1040.0,8,4.333333333,5.2941919191919204,-0.5861111111111111,0.9356643822746008,1,2,2,13,5,500.0
11379,11923,16179,demo content,2,10500.0,9,2.0,95.57765151515152,0.9291666666666668,0.3407894736842105,1,1,1,17,2,500.0
4996,5272,9391,3D printing,2,800.0,16,3.5,6.134469696969696,0.2263888888888889,0.3842105263157896,1,1,1,5,3,500.0
2620,2854,10751,image optimisation,2,2500.0,17,4.5,10.78409090909091,0.7069444444444445,1.4052631578947363,1,1,2,11,7,500.0
6716,7014,4882,combo,2,1000.0,5,3.0,6.185227272727272,0.17361111111111116,1.2697368421052633,0,2,0,2,0,500.0
9798,10332,919,landing,4,20620.0,26,2.4375,25.27462121212121,-0.6237103174603175,0.8946501982223423,3,1,3,1,5,500.0
7099,7428,3120,Front end login,6,3700.0,60,2.888888889,10.339270451770453,-0.20138888888888887,0.6281426070652356,2,4,2,17,1,500.0
6070,6368,7888,image management,2,3500.0,10,3.166666667,6.856060606060606,0.7958333333333334,1.3381578947368418,1,1,0,15,5,500.0
4932,5208,12698,free photo gallery,1,500.0,6,3.5,0.8560606060606061,-0.4583333333333333,0.0,0,1,0,15,5,500.0
6862,7179,16467,sell banner,1,500.0,2,3.0,1.25,0.04444444444444443,0.0,0,1,0,13,7,500.0
1848,2080,4371,facebook social,2,1000.0,25,4.75,3.183129370629371,-0.29444444444444445,0.0013157894736841864,0,2,0,17,3,500.0
3738,3985,2436,live ticker,2,1000.0,14,4.0,1.1852272727272726,-0.4708333333333333,0.02105263157894744,0,2,1,13,6,500.0
275,276,10825,search ads,1,500.0,9,5.0,78.12121212121212,0.3583333333333333,0.0,0,1,0,17,3,500.0
11304,11845,9985,Vacation rental,3,1500.0,19,2.0,6.521464646464647,-0.0175925925925926,0.1347055427827177,2,1,4,10,6,500.0
952,981,4021,pa,2,580.0,4,5.0,1.1544011544011543,0.029166666666666667,0.08026315789473681,1,1,1,1,0,500.0
414,418,8767,boston university,3,1070.0,16,5.0,0.9055749805749804,-0.5018518518518519,0.13226138813820065,1,2,1,5,2,500.0
5076,5354,4905,POSSE,4,1260.0,9,3.5,4.025568181818182,-0.024305555555555552,0.27192230818700897,2,2,2,2,0,500.0
6753,7051,8953,Per Product Shipping,1,500.0,2,3.0,7.8901515151515165,0.5527777777777777,0.0,0,1,0,16,4,500.0
11366,11909,3879,fastdee,1,500.0,5,2.0,7.545454545454546,0.19166666666666665,0.0,0,1,0,1,1,500.0
11295,11836,7717,liveblogging,1,500.0,8,2.0,13.545454545454545,0.7166666666666667,0.0,0,1,0,1,1,500.0
5074,5352,5158,google maps api,3,7600.0,9,3.5,0.825323547979798,-0.4046296296296296,0.02686560145809397,2,1,3,16,1,500.0
8726,9070,2530,section508,1,500.0,4,2.5,4.125,-0.4000000000000001,0.0,0,1,0,1,1,500.0
3806,4055,2095,animated pre-loader,3,1500.0,14,4.0,9.565656565656566,-0.16203703703703706,0.3648722143996089,0,3,1,11,3,500.0
6755,7053,13254,clickbank ads,1,500.0,2,3.0,11.359848484848484,-0.02500000000000006,0.0,0,1,0,13,4,500.0
2998,3244,2052,curly,3,1200.0,13,4.375,2.9234265734265734,-0.012962962962962971,0.21446247235072072,1,2,1,2,1,500.0
1266,1345,14879,best seo,1,500.0,1,5.0,1.693181818181818,-0.2277777777777778,0.0,0,1,0,16,4,500.0
4957,5233,10321,image resizing,3,1500.0,22,3.5,18.5479797979798,2.219444444444445,3.0354616441398194,0,3,0,14,6,500.0
2987,3233,3997,printer,4,22000.0,54,4.375,26.78030303030303,0.4388888888888888,1.0925464787237864,2,2,2,2,0,500.0
4526,4802,797,sell photos,3,1500.0,47,3.666666667,8.861111111111112,-0.20092592592592587,0.34032600741113844,0,3,0,17,3,500.0
4968,5244,2176,Leads to crm,1,500.0,5,3.5,6.96969696969697,-0.33055555555555555,0.0,0,1,0,13,7,500.0
9291,9690,10998,ionic,2,1300.0,2,2.5,4.778409090909091,0.05972222222222224,0.2947368421052632,1,1,1,1,2,500.0
4953,5229,9527,custom validation,2,3500.0,11,3.5,7.865530303030303,0.5041666666666667,0.5210526315789474,1,1,1,19,0,500.0
10636,11172,8442,ip address widget,1,500.0,3,2.25,3.310606060606061,-0.008333333333333335,0.0,0,1,2,16,2,500.0
1263,1342,5664,dynamic shortcode,1,500.0,1,5.0,25.38636363636364,22.68333333333333,0.0,0,1,1,18,1,500.0
6905,7234,12014,wumii,3,600.0,2,3.0,1.1073232323232325,-1.010185185185185,0.2176145895205008,2,1,2,1,0,500.0
3654,3901,15670,National Weather Service,1,500.0,11,4.0,1.4772727272727273,-0.18055555555555555,0.0,0,1,0,2,2,500.0
541,550,4903,IndieAuth,2,1000.0,8,5.0,4.325757575757576,0.1833333333333333,0.25,0,2,0,2,0,500.0
3737,3984,16115,gallery manager,1,500.0,7,4.0,0.8977272727272727,-0.4694444444444444,0.0,0,1,1,14,5,500.0
10638,11174,12302,chooser,1,500.0,3,2.25,1.178030303030303,-0.875,0.0,0,1,0,1,1,500.0
11229,11770,741,academia,3,1100.0,29,2.0,9.33080808080808,0.2601851851851852,0.2881388682335104,1,2,1,2,1,500.0
1273,1352,9932,sublime text,2,1000.0,2,5.0,0.4602272727272727,-0.4986111111111111,0.07236842105263158,0,2,2,16,2,500.0
6060,6358,12266,one click scroller,1,500.0,12,3.166666667,1.023076923076923,-0.6722222222222222,0.0,0,1,2,15,3,500.0
3086,3332,4664,title attribute,5,14100.0,43,4.3,5.409289044289046,0.1144444444444444,1.459273526237193,3,2,0,18,2,500.0
1267,1346,14880,moz seo,1,500.0,1,5.0,1.693181818181818,-0.2277777777777778,0.0,0,1,1,13,4,500.0
3644,3891,9540,shopify to woocommerce migration,1,500.0,12,4.0,5.231060606060606,-1.1444444444444444,0.0,0,1,0,4,2,500.0
6096,6394,8009,re-marketing,3,6520.0,7,3.166666667,0.7296786546786547,-0.5546296296296296,0.06213845876640293,2,1,1,1,0,500.0
8375,8707,9986,vacation rentals,1,500.0,6,2.5,13.568181818181818,0.10277777777777776,0.0,0,1,4,10,6,500.0
3067,3313,8569,multiple widgets,3,1500.0,7,4.333333333,1.2498251748251752,-0.425,0.1127662200106936,0,3,0,20,0,500.0
6703,7001,7707,live blogging,1,500.0,9,3.0,13.545454545454545,0.7166666666666667,0.0,0,1,1,14,5,500.0
2677,2912,12096,woocommerce product zoom,1,500.0,7,4.5,2.9090909090909087,-0.13333333333333333,0.0,0,1,0,15,5,500.0
405,409,8564,plugin backup,2,1500.0,11,5.0,1.0531759906759908,-0.3055555555555555,0.16842105263157894,1,1,1,18,1,500.0
955,984,10959,country ip,1,500.0,4,5.0,4.007575757575758,0.3638888888888889,0.0,0,1,2,16,2,500.0
5031,5307,9528,email filter,1,500.0,3,3.5,10.473484848484848,1.0277777777777777,0.0,0,1,2,14,4,500.0
1935,2167,16023,duplicate widgets,2,10500.0,12,4.75,9.40909090909091,1.6222222222222222,2.0105263157894737,1,1,4,15,1,500.0
7298,7627,11512,woocommerce whatsapp,2,570.0,6,2.833333333,20.259469696969692,2.470833333333333,2.6092105263157896,1,1,2,12,6,500.0
10906,11447,3819,platform,5,1160.0,8,2.142857143,1.1672960372960373,0.4361111111111112,1.0240195635250309,4,1,4,1,0,500.0
1214,1293,10171,custom color,1,500.0,4,5.0,3.162878787878788,0.6611111111111111,0.0,0,1,2,17,1,500.0
1919,2151,1316,adaptive content,2,1000.0,15,4.75,20.176136363636363,1.1305555555555555,1.5736842105263156,0,2,0,13,7,500.0
7530,7859,7960,business listings,2,1000.0,17,2.75,1.1241258741258742,-0.5875,0.1013157894736842,0,2,0,17,3,500.0
3068,3314,13988,admin screen,2,590.0,6,4.333333333,0.3636363636363637,-0.5555555555555556,0.15921052631578947,1,1,3,14,3,500.0
11301,11842,10774,ultimatemember,5,2490.0,35,2.0,4.003787878787879,0.20388888888888887,0.8588660952261916,0,5,0,4,5,498.0
5442,5723,9529,dynamics 365,2,990.0,13,3.333333333,8.12310606060606,1.084722222222222,0.7026315789473686,0,2,1,13,6,495.0
4678,4954,7669,product enquiry,5,2470.0,19,3.6,12.9,1.265,1.2492907683252583,0,5,0,17,3,494.0
4542,4818,9282,testimonial plugin,7,3450.0,40,3.666666667,3.580345051773623,1.1829365079365075,3.8970490567295717,0,7,0,19,1,492.8571428571428
4698,4974,7224,stock images,5,2370.0,70,3.583333333,4.728659673659674,-0.16055555555555556,0.19782473565957606,1,4,1,15,4,492.5
7434,7763,539,abandoned cart,10,4920.0,84,2.785714286,24.820454545454545,2.3136111111111117,5.176143442933963,0,10,0,16,4,492.0
9808,10342,4517,validation,33,26550.0,127,2.434782609,2.4634075161602587,0.2650673400673401,0.9675994294213583,17,16,9,11,0,491.875
443,447,11702,edd sale,2,980.0,10,5.0,2.1799242424242418,-0.05833333333333333,0.09342105263157892,0,2,0,14,6,490.0
442,446,11701,easy digital downloads sale,2,980.0,10,5.0,2.1799242424242418,-0.05833333333333333,0.09342105263157892,0,2,0,15,5,490.0
7620,7949,4234,dump,6,1720.0,53,2.714285714,4.374747937247936,-0.11990740740740742,0.5308505301104629,3,3,3,3,1,490.0
7028,7357,4705,random image,5,2760.0,32,2.916666667,1.6905483405483408,-0.43277777777777776,0.21803326387302613,1,4,0,15,5,490.0
